Lab_action,Sample_ID,DNA_Extraction,Library,Barcode,EO,EO_normalised,BL_inferred,n_raw_haps,Proteins_in_final_data,Exclusion_stage,Recommended_action,Redo_reason_SI
Re-sequence (SI status uncertain),Library011_barcode74,572,11,74,18,EO18,BL5,0,11.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode87,575,11,87,18,EO18,BL5,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode88,574,11,88,18,EO18,BL5,0,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode25,372,9,25,25,EO25,BL5,16,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode33,380,9,33,25,EO25,BL5,12,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode34,379,9,34,25,EO25,BL5,52,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode35,378,9,35,25,EO25,BL5,32,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode36,377,9,36,25,EO25,BL5,36,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode37,376,9,37,25,EO25,BL5,48,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode38,375,9,38,25,EO25,BL5,44,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode39,374,9,39,25,EO25,BL5,32,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode41,388,9,41,25,EO25,BL5,40,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode42,387,9,42,25,EO25,BL5,40,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode44,385,9,44,25,EO25,BL5,32,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode45,384,9,45,25,EO25,BL5,32,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode46,383,9,46,25,EO25,BL5,24,10.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode47,382,9,47,25,EO25,BL5,24,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode48,381,9,48,25,EO25,BL5,16,10.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode60,393,9,60,25,EO25,BL5,36,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode61,392,9,61,25,EO25,BL5,48,9.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode62,391,9,62,25,EO25,BL5,36,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode63,390,9,63,25,EO25,BL5,84,16.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library006_barcode45,242,6,45,27,EO27,BL4,4,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=2)"
Re-sequence (SI status uncertain),Library007_barcode75,272,7,75,27,EO27,BL4,4,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=3, REMOVED=0, chimeric=1)"
Re-sequence (SI status uncertain),Library009_barcode65,412,9,65,27,EO27,BL4,44,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode66,411,9,66,27,EO27,BL4,20,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode67,410,9,67,27,EO27,BL4,32,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode68,409,9,68,27,EO27,BL4,48,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode69,408,9,69,27,EO27,BL4,20,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode70,407,9,70,27,EO27,BL4,8,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode71,406,9,71,27,EO27,BL4,40,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode80,413,9,80,27,EO27,BL4,32,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode81,428,9,81,27,EO27,BL4,36,13.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode82,427,9,82,27,EO27,BL4,32,11.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode94,431,9,94,27,EO27,BL4,52,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode95,430,9,95,27,EO27,BL4,48,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode96,429,9,96,27,EO27,BL4,24,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode36,530,11,36,27,EO27,BL4,0,10.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode37,529,11,37,27,EO27,BL4,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode49,549,11,49,27,EO27,BL4,0,1.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode50,548,11,50,27,EO27,BL4,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode51,547,11,51,27,EO27,BL4,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library002_barcode49,69,2,49,29,EO29,BL1,20,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=14)"
Re-sequence (SI status uncertain),Library009_barcode26,371,9,26,67,EO67,BL4,28,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode27,370,9,27,67,EO67,BL4,32,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode28,369,9,28,67,EO67,BL4,28,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode29,368,9,29,67,EO67,BL4,36,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode30,367,9,30,67,EO67,BL4,28,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library008_barcode11,312,8,11,70,EO70,BL2,20,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=3, REMOVED=0, chimeric=5)"
Re-sequence (SI status uncertain),Library008_barcode14,315,8,14,70,EO70,BL2,8,1.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=2)"
Re-sequence (SI status uncertain),Library009_barcode75,418,9,75,70,EO70,BL2,24,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode76,417,9,76,70,EO70,BL2,28,16.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode77,416,9,77,70,EO70,BL2,36,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode78,415,9,78,70,EO70,BL2,40,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode90,435,9,90,70,EO70,BL2,40,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode91,434,9,91,70,EO70,BL2,28,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode92,433,9,92,70,EO70,BL2,40,6.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode93,432,9,93,70,EO70,BL2,8,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library010_barcode72,491,10,72,70,EO70,BL2,28,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=4)"
Re-sequence (SI status uncertain),Library010_barcode79,500,10,79,70,EO70,BL2,32,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=2)"
Re-sequence (SI status uncertain),Library011_barcode38,528,11,38,70,EO70,BL2,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode39,527,11,39,70,EO70,BL2,0,5.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode59,555,11,59,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode60,554,11,60,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode61,553,11,61,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode62,552,11,62,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode82,580,11,82,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode83,579,11,83,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode84,578,11,84,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode85,577,11,85,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode89,589,11,89,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode90,588,11,90,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode91,587,11,91,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode92,586,11,92,70,EO70,BL2,0,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode93,585,11,93,70,EO70,BL2,0,17.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode94,584,11,94,70,EO70,BL2,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode95,583,11,95,70,EO70,BL2,0,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode96,582,11,96,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
